greV,greQ,greA,cgpa,univName
130,170.212766,4,0.832,Texas A and M University College Station
130,163.8297872,3,0.7632,Texas A and M University College Station
130,155.3191489,3,0.8,SUNY Buffalo
153,164,4,0.0769,SUNY Buffalo
28,69,4.5,0.929,SUNY Buffalo
140,160,3,0.82,SUNY Buffalo
130,163.8297872,3,0.7632,SUNY Buffalo
130,168.0851064,4,0.787,SUNY Buffalo
144,170,3,0.824,North Carolina State University
149,162,3,0.899,North Carolina State University
130,159.5744681,3,0.86,New York University
145,156,3,0.828,New Jersey Institute of Technology
145,164,3,0.756,Clemson University
153,162,3.5,0.814,Clemson University
144,170,3,0.824,Clemson University
130,170.212766,4,0.945,Carnegie Mellon University
154,155,4.5,0.729,Carnegie Mellon University
130,168.0851064,4,0.787,Carnegie Mellon University
144,170,3,0.824,Arizona State University
150,161,2.5,0.63,University of North Carolina Charlotte
140,166,3,0.85,University of North Carolina Charlotte
153.1914894,170.212766,3.5,0.855,University of Minnesota Twin Cities
154,156,3,18.25,University of Illinois Chicago
144,165,3.5,0.875,SUNY Stony Brook
153.1914894,170.212766,3.5,0.855,Arizona State University
156,168,3.5,0.76,SUNY Stony Brook
156,168,3.5,0.76,Northeastern University
149,168,3,0.78,Arizona State University
150,157,3.5,0.698,University of Texas Arlington
142,151,2,0,New Jersey Institute of Technology
161,161,5.5,0.88,University of Pennsylvania
130,153.1914894,3.5,0.74,University of Illinois Chicago
161,161,5.5,0.88,North Carolina State University
150,151,3,0.762,Wayne State University
130,153.1914894,3,0.825,Wayne State University
138,152,3,0.68,Wayne State University
155,164,4,0.645,Wayne State University
140,158,3,0.88,Wayne State University
130,144.6808511,3.5,0.74,Wayne State University
130,148.9361702,2,0,Wayne State University
138,162,3,0.78,Wayne State University
148,157,2.5,0,Wayne State University
151,153,3.5,0.0646,Wayne State University
145,159,3,0.78,Wayne State University
130,155.3191489,3,0.75,Wayne State University
150,151,3,0.693,Wayne State University
144,152,3,0.758,Wayne State University
138,152,3,0.685,Wayne State University
139,156,2.5,0.816,Wayne State University
151,160,3,0.7,Wayne State University
160,161,3.5,0.84,Virginia Polytechnic Institute and State University
131.9148936,170.212766,4.5,0.8,Virginia Polytechnic Institute and State University
130,161.7021277,0,0.875,Virginia Polytechnic Institute and State University
130,161.7021277,4,0.875,Virginia Polytechnic Institute and State University
130,170.212766,3.5,0.83,Virginia Polytechnic Institute and State University
148,161,3,0.85,Virginia Polytechnic Institute and State University
152,157,3.5,0.93,Virginia Polytechnic Institute and State University
148,155,3,0.871,Virginia Polytechnic Institute and State University
144.6808511,163.8297872,3.5,0.86,University of Wisconsin Madison
148,161,3.5,0.87,University of Wisconsin Madison
131.9148936,170.212766,4.5,0.8,University of Wisconsin Madison
130,159.5744681,4,0.7,University of Wisconsin Madison
161,164,3,0.87,University of Wisconsin Madison
153,160,0,0,University of Wisconsin Madison
130,170.212766,4,0.937,University of Wisconsin Madison
146,158,3.5,0.0798,University of Wisconsin Madison
26,47,4,0.75,University of Washington
153,160,4,0.92,University of Washington
138.2978723,159.5744681,5.5,0.91,University of Washington
162,161,4.5,0.82,University of Washington
136.1702128,165.9574468,4,0.879,University of Utah
154,159,0,0.8,University of Utah
142,165,3,0.8,University of Utah
130,170.212766,4,0.81,University of Utah
130,168.0851064,3.5,0.76,University of Utah
130,155.3191489,3.5,0.867,University of Utah
160,157,4.5,0.74,University of Utah
144,160,4,0.86,University of Texas Dallas
130,163.8297872,3.5,0.86,University of Texas Dallas
150,167,4,0.7334,University of Texas Dallas
156,162,3.5,0.733,University of Texas Dallas
130,170.212766,3,0.7,University of Texas Dallas
156,165,3,0.761,University of Texas Dallas
130,157.4468085,3,0.84,University of Texas Dallas
163.8297872,140.4255319,3.5,0.71,University of Texas Dallas
130,153.1914894,3,0.825,University of Texas Dallas
149,158,3,0.74,University of Texas Dallas
130,146.8085106,3,0.85,University of Texas Dallas
155,156,3.5,0.84,University of Texas Dallas
149,156,3.5,0.795,University of Texas Dallas
148,154,3.5,0.72,University of Texas Dallas
130,168.0851064,3.5,0.795,University of Texas Dallas
26,47,4,0.75,University of Texas Dallas
140.4255319,153.1914894,4,0.75,University of Texas Dallas
130,159.5744681,3.5,0.802,University of Texas Dallas
130,157.4468085,3,0.82,University of Texas Dallas
141,161,2.5,0.83,University of Texas Dallas
130,161.7021277,3.5,0.77,University of Texas Dallas
130,161.7021277,3.5,0.867,University of Texas Dallas
130,157.4468085,3.5,0.77,University of Texas Dallas
152,164,3,0.914,University of Texas Dallas
130,168.0851064,4.5,0.83,University of Texas Dallas
130,144.6808511,3.5,0.8,University of Texas Dallas
130,136.1702128,4,0.71,University of Texas Dallas
151,163,4,0.74,University of Texas Dallas
151,162,4,0.792,University of Texas Dallas
130,153.1914894,3,0.68,University of Texas Dallas
154,163,3.5,0.8174,University of Texas Dallas
130,155.3191489,3,0.749,University of Texas Dallas
146,155,3.5,0.72,University of Texas Dallas
130,140.4255319,3,0.74,University of Texas Dallas
148,161,3.5,0.87,University of Texas Dallas
130,159.5744681,3,0.814,University of Texas Dallas
157,158,3.5,0.0818,University of Texas Dallas
140.4255319,165.9574468,3.5,0.8,University of Texas Dallas
152,166,4,0.817,University of Texas Dallas
151,162,3,0.726,University of Texas Dallas
130,159.5744681,3.5,0.8274,University of Texas Dallas
149,160,3.5,0.814,University of Texas Dallas
142.5531915,170.212766,4,0.68,University of Texas Dallas
148.9361702,146.8085106,0,0,University of Texas Dallas
149,162,0,0.82,University of Texas Dallas
130,157.4468085,4,0.79,University of Texas Dallas
130,159.5744681,2.5,0.7991,University of Texas Dallas
130,170.212766,3.5,0,University of Texas Dallas
152,160,4,0.8,University of Texas Dallas
161,159,3,0.74,University of Texas Dallas
144,159,2.5,0.82,University of Texas Dallas
130,163.8297872,3.5,0.84,University of Texas Dallas
130,146.8085106,3.5,0.81,University of Texas Dallas
143,156,0,0.76,University of Texas Dallas
130,155.3191489,4,0.83,University of Texas Dallas
130,155.3191489,3,0.76,University of Texas Dallas
153,159,3,0.73,University of Texas Dallas
130,168.0851064,3,0.7872,University of Texas Dallas
130,148.9361702,3,0.74,University of Texas Dallas
130,168.0851064,3,0.79,University of Texas Dallas
143,154,3,0.74,University of Texas Dallas
130,168.0851064,3.5,0.82,University of Texas Dallas
156,158,4,0.801,University of Texas Dallas
135,147,2,0.76,University of Texas Dallas
130,170.212766,3.5,0.83,University of Texas Dallas
149,152,2.5,0,University of Texas Dallas
130,142.5531915,3.5,0.7,University of Texas Dallas
152,158,3.5,0.921,University of Texas Dallas
144,159,3,0.82,University of Texas Dallas
130,163.8297872,3.5,0.79,University of Texas Dallas
151,161,3,0.817,University of Texas Dallas
130,153.1914894,4,0.77,University of Texas Dallas
141,160,3,0.8,University of Texas Dallas
146,163,3,0.72,University of Texas Dallas
144,160,0,0.695,University of Texas Dallas
152,167,3,0.7,University of Texas Dallas
142,154,3,0.07,University of Texas Dallas
35,49,4.5,0.95,University of Texas Dallas
148,160,3,0,University of Texas Dallas
130,146.8085106,3.5,0.75,University of Texas Dallas
130,159.5744681,3.5,0.804,University of Texas Dallas
149,161,3,0.873,University of Texas Dallas
130,155.3191489,2.5,0.829,University of Texas Dallas
161,164,4,0.816,University of Texas Dallas
150,160,0,0.846,University of Texas Dallas
149,162,3.5,0.08,University of Texas Dallas
146,158,3.5,0.7634,University of Texas Dallas
130,168.0851064,3.5,0.71,University of Texas Dallas
149,162,4,0.664,University of Texas Dallas
130,170.212766,3.5,0.866,University of Texas Dallas
146,157,3,0.7,University of Texas Dallas
150,151,3,0.693,University of Texas Dallas
130,170.212766,4,0.81,University of Texas Dallas
152,157,3.5,0.93,University of Texas Dallas
148,153,0,0.75,University of Texas Dallas
130,170.212766,3.5,0.77,University of Texas Dallas
151,163,3,0.8,University of Texas Dallas
130,159.5744681,3.5,0.745,University of Texas Dallas
130,168.0851064,3.5,0.76,University of Texas Dallas
130,168.0851064,2.5,0.901,University of Texas Dallas
130,159.5744681,4,0.8522,University of Texas Dallas
131.9148936,157.4468085,3,0.85,University of Texas Dallas
149,164,3.5,0.81,University of Texas Dallas
130,153.1914894,3.5,0.8,University of Texas Dallas
130,153.1914894,3.5,0.8,University of Texas Dallas
29,44,4,0.76,University of Texas Dallas
152,168,3,0.78,University of Texas Dallas
130,144.6808511,3,0.7,University of Texas Dallas
154,157,4.5,0.8,University of Texas Dallas
159,160,4.5,0.86,University of Texas Dallas
150,161,0,0.794,University of Texas Dallas
143,157,3,0.76,University of Texas Dallas
130,159.5744681,3.5,0.71,University of Texas Dallas
130,168.0851064,3,0.845,University of Texas Dallas
144.6808511,170.212766,3.5,0.9,University of Texas Dallas
37,47,4,0.85,University of Texas Dallas
130,163.8297872,3,0.86,University of Texas Dallas
130,148.9361702,3,0.74,University of Texas Dallas
130,170.212766,3.5,0.82,University of Texas Dallas
142.5531915,168.0851064,4.5,0.81,University of Texas Dallas
160,158,4.5,0.83,University of Texas Dallas
130,142.5531915,2.5,0.66,University of Texas Dallas
130,170.212766,3.5,0.73,University of Texas Dallas
151,160,4,0.82,University of Texas Dallas
148,161,3,0.899,University of Texas Dallas
130,146.8085106,3,0.79,University of Texas Dallas
152,164,4,0.8252,University of Texas Dallas
154,158,3,0.79,University of Texas Dallas
153,158,3.5,0.73,University of Texas Dallas
130,151.0638298,2.5,0.81,University of Texas Dallas
130,161.7021277,4,0.83,University of Texas Dallas
130,157.4468085,2.5,0.75,University of Texas Dallas
136.1702128,151.0638298,3.5,0.868,University of Texas Dallas
130,159,3,0.77,University of Texas Dallas
130,170.212766,3,0.82,University of Texas Dallas
130,157.4468085,2.5,0.83,University of Texas Dallas
151,163,3.5,0.84,University of Texas Dallas
130,151.0638298,4,0.84,University of Texas Dallas
130,165.9574468,4.5,0.77,University of Texas Dallas
130,157.4468085,3,0.861,University of Texas Dallas
130,170.212766,4.5,0.81,University of Texas Dallas
152,156,3,0.76,University of Texas Dallas
130,153.1914894,3,0.8,University of Texas Dallas
148,155,3,0.871,University of Texas Dallas
149,159,3,0.81,University of Texas Dallas
130,157.4468085,3,0.942,University of Texas Dallas
130,142.5531915,3,0.87,University of Texas Dallas
150,159,3.5,0.82,University of Texas Dallas
158,164,3.5,0.74,University of Texas Dallas
156,151,3,0.83,University of Texas Dallas
152,158,4,0.73,University of Texas Dallas
146,159,3,0.803,University of Texas Dallas
155,164,4.5,0.926,University of Texas Dallas
150,155,3.5,0.9,University of Texas Dallas
130,153.1914894,3,0.075,University of Texas Dallas
160,157,4.5,0.74,University of Texas Dallas
166,155,4,0.866,University of Texas Dallas
147,161,3,0.79,University of Texas Dallas
130,153.1914894,3,0.8,University of Texas Dallas
148,152,3,0.842,University of Texas Dallas
27,39,5,0.68,University of Texas Dallas
153,158,3.5,0.75,University of Texas Dallas
130,161.7021277,3.5,0.848,University of Texas Dallas
152,160,3.5,0.909,University of Texas Dallas
55,64,5,0,University of Texas Dallas
138.2978723,170.212766,4.5,0.857,University of Texas Austin
131.9148936,170.212766,4.5,0.8,University of Texas Austin
130,161.7021277,4,0.91,University of Texas Austin
148.9361702,155.3191489,3.5,0.7618,University of Texas Austin
130,163.8297872,3,0.77,University of Texas Arlington
142,158,4,0.722,University of Texas Arlington
130,155.3191489,3,0.7133,University of Texas Arlington
149,156,3.5,0.795,University of Texas Arlington
130,159.5744681,3,0.806,University of Texas Arlington
130,157.4468085,3,0.82,University of Texas Arlington
144,155,3,0.76,University of Texas Arlington
155,164,4,0.645,University of Texas Arlington
130,144.6808511,3.5,0.8,University of Texas Arlington
130,153.1914894,3,0.68,University of Texas Arlington
149,159,3.5,0.75,University of Texas Arlington
138,162,3,0.78,University of Texas Arlington
141,156,3,0.79,University of Texas Arlington
130,159.5744681,3,0.814,University of Texas Arlington
130,157.4468085,4,0.79,University of Texas Arlington
130,131.9148936,2.5,0.69,University of Texas Arlington
142,165,3,0.8,University of Texas Arlington
130,168.0851064,3.5,0.82,University of Texas Arlington
130,155.3191489,3.5,0.735,University of Texas Arlington
144,150,3,0.69,University of Texas Arlington
130,146.8085106,3.5,0.75,University of Texas Arlington
130,153.1914894,3,0.66,University of Texas Arlington
130,155.3191489,2.5,0.829,University of Texas Arlington
130,168.0851064,3.5,0.71,University of Texas Arlington
149,158,3,0.75,University of Texas Arlington
146.8085106,170.212766,4,0.73,University of Texas Arlington
146,156,2.5,0.726,University of Texas Arlington
130,131.9148936,3,0.69,University of Texas Arlington
130,146.8085106,2.5,0.81,University of Texas Arlington
145,164,3,0.927,University of Texas Arlington
149,156,3,0.786,University of Texas Arlington
148,161,3.5,0.785,University of Texas Arlington
139,150,3,0.74,University of Texas Arlington
148,152,3.5,0.7,University of Texas Arlington
146,162,3,0.785,University of Texas Arlington
130,148.9361702,3,0.72,University of Texas Arlington
148,157,3,0.83,University of Texas Arlington
136.1702128,151.0638298,3.5,0.868,University of Texas Arlington
147,170,4,0.898,University of Texas Arlington
130,146.8085106,3,0.72,University of Texas Arlington
130,153.1914894,4,0.723,University of Texas Arlington
130,163.8297872,3,0.872,University of Texas Arlington
147,161,3,0.79,University of Texas Arlington
158,159,3.5,0.854,University of Texas Arlington
130,161.7021277,3.5,0.848,University of Texas Arlington
55,64,5,0,University of Texas Arlington
160,161,3.5,0.84,University of Southern California
153,163,4,0.925,University of Southern California
150,168,3.5,0.85,University of Southern California
130,161.7021277,3.5,0.867,University of Southern California
130,144.6808511,3.5,0.8,University of Southern California
131.9148936,157.4468085,4,0.81,University of Southern California
154,167,0,0.9,University of Southern California
130,159.5744681,3.5,0.8274,University of Southern California
155,164,3.5,0.835,University of Southern California
164,165,4,0.93,University of Southern California
152,161,3,0.761,University of Southern California
130,163.8297872,3.5,0.72,University of Southern California
150,160,0,0.846,University of Southern California
158,163,3.5,0.78,University of Southern California
138.2978723,161.7021277,4,0.76,University of Southern California
131.9148936,157.4468085,3,0.85,University of Southern California
130,161.7021277,4,0.873,University of Southern California
157,167,4,0.9,University of Southern California
